"gender","avg_exam_score","height","weight","class","annual_income","dominant_hand","stream","character"
"Female",74.6963878431973,1.61055965327246,69.9320786874896,"A2",57816.3112561171,"Left","Science","Steadfast"
"Male",77.0900807992441,1.73335236617043,77.7752471791787,"B1",64898.6808789254,"Left","Science","Inspirational"
"Female",63.2180011665278,1.74024260018256,69.7317623210942,"A1",52667.0164642251,"Right","Arts","Conscientious"
"Male",68.9243509402951,1.67332789454727,76.3517436171424,"A1",40268.5748566284,"Left","Science","Conscientious"
"Female",66.7399217695332,1.55810545853414,64.2962973496448,"B1",53609.2374100332,"Right","Arts","Steadfast"
"Male",59.5881338544905,1.35336704689684,75.8506342198737,"B2",63709.1478055047,"Left","Arts","Dominant"
"Male",60.7728136322619,1.59486906821605,65.1082281541207,"A1",56757.7954156795,"Right","Science","Conscientious"
"Male",63.3958393157292,1.6304540914127,75.7766753362171,"B2",51836.045578407,"Left","Arts","Dominant"
"Male",74.8592191288145,1.58135628634598,74.0695903252976,"B2",51450.9185562505,"Left","Arts","Dominant"
"Male",71.1780439267711,1.74778680569522,73.2933102331296,"A2",67059.6855055406,"Left","Science","Inspirational"
"Female",70.0702156252126,1.53146724625606,59.0546417384628,"B1",52912.2782825099,"Left","Science","Inspirational"
"Female",63.9717508110071,1.82617992629474,61.6458787910355,"B2",57251.2991462885,"Left","Science","Steadfast"
"Female",62.5079529264218,1.60562638877656,70.9634375435034,"B2",26245.4874642028,"Right","Science","Steadfast"
"Male",65.0759537875729,1.62268121013304,74.01246494004,"B2",66281.4530332163,"Left","Science","Conscientious"
"Male",67.4617045834756,1.72051023035642,82.2652018008189,"B2",65745.1840155324,"Right","Science","Conscientious"
"Male",60.6709640386014,1.66509165598596,65.8105089744024,"B2",67878.1378101921,"Left","Arts","Conscientious"
"Female",66.9366453405502,1.73952376558258,79.9127733392126,"B1",40716.18854503,"Left","Arts","Steadfast"
"Female",62.7579698829588,1.69681729580765,62.9855018324416,"A2",39178.541890906,"Right","Arts","Steadfast"
"Male",61.7011027170298,1.6553866023243,74.4236564307852,"A1",56163.0231109121,"Right","Science","Inspirational"
"Male",67.1332865716707,1.69993429865852,66.1061814175033,"B2",59490.8255676652,"Left","Science","Dominant"
"Female",66.3835506874638,1.58798346051186,69.9928432412704,"A1",57254.4327120523,"Left","Science","Conscientious"
"Male",61.2963074460108,1.69691520072284,57.698278766302,"B2",81911.1872273934,"Right","Arts","Steadfast"
"Female",73.3123052503429,1.55867282594283,58.8920503871181,"B1",49057.7936152125,"Right","Arts","Conscientious"
"Male",65.6816787001795,1.44257615764683,69.1905945749865,"B2",48202.5867346437,"Right","Arts","Dominant"
"Male",66.931555396961,1.65381905713867,63.9672220000999,"A2",44377.2562714305,"Right","Arts","Dominant"
"Male",61.3956001171508,1.5828139739804,79.1374639571677,"A1",48373.2853111957,"Right","Arts","Dominant"
"Male",72.8021178918364,1.72974259021579,67.5658620529464,"A1",62549.8430115664,"Right","Arts","Steadfast"
"Male",64.6920886567399,1.65540059036485,68.6744057048546,"B2",48170.132253249,"Right","Science","Inspirational"
"Female",65.4987458586012,1.60776350397988,74.5947769190365,"A1",54599.2866677518,"Right","Arts","Dominant"
"Female",65.9821476799628,1.62653389226338,66.8709265519097,"B2",56238.028379293,"Left","Arts","Steadfast"
"Female",69.8661088800357,1.60608240214158,67.7002442957309,"A2",37627.7182221336,"Right","Arts","Steadfast"
"Female",53.7860366226133,1.82034316266058,69.4633359472326,"B2",43429.3561258851,"Left","Science","Dominant"
"Female",65.6348272787018,1.62890328139078,69.6080567154928,"B1",50434.5719634828,"Left","Science","Conscientious"
"Male",75.4493529125463,1.72311116819255,62.4986113606942,"A1",62734.4255629973,"Right","Arts","Inspirational"
"Male",58.5076298992301,1.63894832806489,73.5822784013582,"B1",68351.8239064289,"Left","Arts","Inspirational"
"Male",73.9723160793045,1.72324677220222,66.9289084905584,"B1",63328.371363595,"Left","Arts","Inspirational"
"Female",58.1486191531509,1.66816592557464,67.8305243479151,"A1",60186.6065830192,"Right","Arts","Steadfast"
"Female",69.4972829854063,1.50909658831761,61.4795260769233,"B2",63577.8830520194,"Left","Science","Conscientious"
"Male",55.5151170923597,1.79954419197022,73.199540995253,"A1",50329.2615263155,"Right","Science","Steadfast"
"Male",70.5380616962716,1.56850300909766,70.5028849915012,"B2",52019.4848394317,"Left","Science","Inspirational"
"Female",62.9130412139119,1.6294490383156,68.2327681897999,"B2",49784.782194309,"Right","Science","Steadfast"
"Male",61.740066162809,1.61019211571982,73.5839159296069,"B2",63399.3668578553,"Left","Science","Inspirational"
"Male",57.9885688879156,1.65875350590614,69.0927677905199,"B1",52259.9500495366,"Right","Science","Inspirational"
"Male",69.4270612439891,1.69826790034938,64.5654264753388,"A1",63654.9768522498,"Left","Arts","Conscientious"
"Female",63.4887438554643,1.70101485911963,72.1960074790874,"B1",43204.8189961519,"Right","Arts","Steadfast"
"Female",60.7367593230106,1.63585221416445,75.8592932012835,"B2",35742.2978490149,"Right","Science","Conscientious"
"Female",62.7896416443572,1.74965995709289,71.4435832053612,"B1",46591.4080721176,"Left","Science","Dominant"
"Female",64.5693486902006,1.68837877875987,65.2306195223878,"A1",55503.6820904248,"Left","Science","Dominant"
"Male",62.0120109922062,1.56268443699393,73.3803535387013,"A1",42441.6410669089,"Left","Arts","Dominant"
"Female",69.1953203479298,1.50562633424264,75.6857757526445,"A1",57025.295651109,"Right","Science","Inspirational"
"Female",62.8244741301931,1.72608753320569,75.3888706127523,"B2",35744.0174541153,"Left","Science","Steadfast"
"Female",62.8075895145748,1.69710479708024,73.3754465445817,"A2",36485.8408168507,"Left","Arts","Dominant"
"Female",53.9169641915291,1.53753911711852,70.5731440667776,"B2",36522.9351669029,"Right","Science","Conscientious"
"Female",69.3103392901951,1.6385635844918,62.9281266145331,"B2",29450.8382969607,"Left","Arts","Inspirational"
"Female",60.651005652681,1.76413721340231,78.0637094842938,"A2",58842.1695660873,"Right","Arts","Inspirational"
"Male",67.6420062656534,1.59530805477081,63.5386378246551,"A1",57354.7010342262,"Right","Science","Conscientious"
"Female",65.5048684685982,1.68058486922373,70.7351313666821,"B2",53264.4392351614,"Right","Science","Conscientious"
"Male",59.3852250851797,1.6947736836527,69.2130067723946,"B1",25660.2200694264,"Right","Science","Dominant"
"Male",59.960854068247,1.63660386117837,63.7991717398972,"B1",42352.8066917684,"Right","Arts","Inspirational"
"Male",60.469493809992,1.66362401720915,71.12025621022,"B2",61555.458480163,"Left","Science","Steadfast"
"Male",63.4965922087992,1.66535210225838,67.7294260030148,"B2",66705.6628870406,"Right","Science","Steadfast"
"Male",70.4040792874179,1.61271260773307,64.3735771379757,"B2",62492.0747977165,"Right","Science","Inspirational"
"Male",62.8545934903571,1.75850327620156,68.4727012288208,"A1",53576.8125791353,"Right","Arts","Steadfast"
"Female",61.6484744535258,1.65676118368333,62.5079713491429,"B2",56929.8301181013,"Right","Arts","Dominant"
"Female",61.7460778104372,1.79890519599197,70.9100015631647,"B2",68050.5963070658,"Left","Arts","Conscientious"
"Male",67.1695277814256,1.68006327502261,63.3446532978289,"A2",56269.5415274922,"Right","Science","Conscientious"
"Female",63.9064111681419,1.64850842850699,72.4448891732707,"A2",74024.658218454,"Left","Science","Inspirational"
"Male",61.4188843748523,1.60950907212852,69.0293689146695,"B1",33782.2605069665,"Left","Science","Conscientious"
"Male",71.079437912091,1.64219312916753,71.7826614842516,"B1",55139.7864149445,"Left","Science","Dominant"
"Male",63.8717791437566,1.63507895160181,71.2362028471579,"A2",57074.8434477907,"Right","Arts","Steadfast"
"Male",63.5775064345907,1.71573234327611,70.9175751130849,"A2",60059.6500651724,"Left","Arts","Steadfast"
"Male",58.9501584716445,1.7056574048695,81.6877896259214,"B2",39695.6788977902,"Left","Arts","Conscientious"
"Male",54.4708971999843,1.48984216936673,72.8973875678362,"A1",52505.3654539704,"Left","Arts","Inspirational"
"Female",65.8471557652211,1.72649005420473,60.1438379561094,"B2",34584.288244605,"Left","Arts","Inspirational"
"Female",70.2851910607991,1.68938173718667,71.6463211176321,"A1",34408.9921182021,"Right","Arts","Inspirational"
"Male",62.1400576189396,1.75300812445787,65.0799475704098,"A2",43095.5691550039,"Left","Arts","Conscientious"
"Male",58.1703802764359,1.56380822884563,60.711440986572,"B1",55243.3045695669,"Right","Arts","Steadfast"
"Male",64.9630538274419,1.66515939694607,71.3613782748635,"A2",51123.6530208223,"Left","Arts","Conscientious"
"Male",55.2688992026976,1.69787815473001,58.5525031367866,"B2",44702.9435209084,"Right","Arts","Inspirational"
"Female",67.0178375971622,1.76066348649429,72.5810783440202,"A2",38922.4789986615,"Right","Arts","Inspirational"
"Female",72.6369703119069,1.54523301375854,75.7933371016471,"A2",46589.887965886,"Right","Arts","Conscientious"
"Male",60.9318243957027,1.61753002003335,71.9677187054791,"B2",49323.7283815392,"Left","Science","Steadfast"
"Female",63.3252933752067,1.660083820311,68.6311596125993,"B2",54334.8090301221,"Left","Arts","Conscientious"
"Female",66.5446823795163,1.7236270459492,83.0702490559217,"B2",42220.1890492276,"Right","Science","Conscientious"
"Male",67.0855634142364,1.77124995112849,66.0408978212143,"B2",44724.2575189837,"Right","Science","Conscientious"
"Female",65.5626668318507,1.62366420313904,79.1403549316075,"A2",48966.2556638996,"Right","Science","Steadfast"
"Female",66.4593342556302,1.55528855535594,71.9918605503078,"B2",37440.1413964796,"Right","Arts","Steadfast"
"Female",60.9668425328061,1.72493105009198,75.0919899867099,"B1",39401.3624800523,"Left","Science","Conscientious"
"Male",69.3648407189937,1.56451699171422,66.0935791866907,"A2",36971.7672077384,"Right","Science","Inspirational"
"Female",65.3849740731433,1.72482517226788,61.9247706035816,"A2",55358.8797116804,"Right","Science","Steadfast"
"Male",64.3223872793588,1.58652917230495,71.7153168594804,"A1",46683.3591870711,"Left","Arts","Inspirational"
"Male",59.475332627487,1.70934456042435,74.1596159274768,"B2",48931.6465757278,"Left","Science","Dominant"
"Male",69.3690195242933,1.64881464857039,71.7047554901,"A1",39995.1542186966,"Left","Science","Steadfast"
"Male",54.9882486843882,1.54074399619315,70.6709329306674,"B2",65932.3812432581,"Right","Science","Conscientious"
"Female",65.9693592043318,1.62752158864747,66.3376247911203,"B2",34305.8370941189,"Left","Arts","Dominant"
"Male",70.2125787737133,1.63286043067017,69.9481060910857,"B1",62818.878563987,"Left","Arts","Inspirational"
"Male",66.4735889637423,1.45328242622221,71.5204073353627,"A2",42317.0435018326,"Left","Arts","Inspirational"
"Male",54.030190509295,1.81168732552572,70.6555839983669,"A2",64128.4693589713,"Right","Science","Conscientious"
"Female",72.6768121551461,1.68293822944786,74.7175017845765,"B2",63162.0376209553,"Left","Arts","Dominant"
"Female",63.7380028215086,1.52388620580737,78.6171523545496,"B2",54512.6215698243,"Right","Science","Dominant"
"Female",66.3066567532198,1.65030763059468,70.5190794618906,"A1",58021.1600435409,"Right","Arts","Inspirational"
"Female",66.4934185656671,1.63868797095279,70.5641109096814,"B1",53052.2742957587,"Left","Science","Steadfast"
"Female",70.2736210787061,1.66537522910395,76.4304956366909,"A1",42891.3752859299,"Right","Science","Conscientious"
"Female",63.1506727672069,1.46914540888122,70.4542256719742,"B2",48922.2948247392,"Left","Arts","Dominant"
"Male",72.0933778198785,1.53852954943359,72.1476524656738,"A2",67428.8041396299,"Left","Arts","Dominant"
"Male",57.7587700890102,1.66148673580314,60.1918494128465,"A1",36483.7987330607,"Right","Arts","Inspirational"
"Male",61.2099156317356,1.66856997149169,73.6412660536651,"A1",41363.589443393,"Right","Arts","Inspirational"
"Female",58.142595252479,1.74958890514768,78.9401569595467,"B2",56343.3463014094,"Right","Science","Steadfast"
"Female",67.2419783505568,1.66309895143896,68.5783637005757,"B2",55885.5203875977,"Right","Science","Inspirational"
"Female",63.7149681500903,1.75987873112814,69.3003541380614,"A1",80905.4724810673,"Right","Arts","Steadfast"
"Female",64.7499916799287,1.62862339578303,71.9607819895487,"A1",45424.7790806308,"Right","Science","Steadfast"
"Male",66.7467767457913,1.73127161144551,75.8435411274012,"A2",56679.4276778599,"Left","Arts","Steadfast"
"Female",74.5075422546765,1.74940333985268,73.659892143827,"A2",59078.0515400617,"Left","Arts","Conscientious"
"Female",60.2815169285145,1.44648996349771,72.6576690686168,"B2",59419.1371844656,"Left","Science","Inspirational"
"Female",66.4824034726402,1.7062732063442,70.1803919031747,"A1",48717.5847360273,"Left","Arts","Inspirational"
"Male",64.8504650752008,1.5628700861877,78.6150461884384,"B2",49910.7471044696,"Right","Arts","Steadfast"
"Female",58.648645835277,1.5844817650387,64.7258553956954,"A2",46879.4059360533,"Left","Science","Conscientious"
"Female",60.2891164716893,1.60514725609732,62.5682059722225,"B1",65523.9055320243,"Right","Arts","Conscientious"
"Female",65.6110103149724,1.49899147919047,71.5901377109176,"B1",17419.3421588269,"Left","Science","Dominant"
"Female",63.6435100082838,1.63802394768146,71.0472089700904,"B2",75826.9972848183,"Right","Science","Dominant"
"Male",78.670158608285,1.54412731036541,67.8056103590638,"B2",42623.5712105454,"Left","Science","Steadfast"
"Male",70.7289192289,1.83324361973618,68.8776432405426,"A1",47807.129403784,"Left","Arts","Steadfast"
"Male",57.2122972326327,1.46284231354827,73.9253558477819,"A1",54852.7894266767,"Right","Science","Dominant"
"Male",59.2690965963653,1.42154011987911,65.3459355806427,"A2",45449.6423855713,"Right","Arts","Conscientious"
"Female",60.2254620374911,1.71080876782529,70.4502686310784,"A2",55284.4228702037,"Left","Arts","Inspirational"
"Male",61.3683055487877,1.60376118564906,63.9128521247249,"A1",38878.6732885512,"Left","Arts","Dominant"
"Female",68.8666037712857,1.63334177944921,68.2378039368704,"A2",49698.9638582162,"Left","Arts","Steadfast"
"Male",63.1140435386491,1.55526232272172,71.6210062905104,"A1",56839.7517387123,"Right","Arts","Dominant"
"Female",66.2666330741735,1.71724520624236,78.6727915243612,"A2",47346.0638271519,"Right","Arts","Conscientious"
"Male",64.9199295020517,1.71584369996124,67.4820086831413,"A1",36774.7537409761,"Right","Arts","Steadfast"
"Female",59.7275988879074,1.8021973097668,64.433687849834,"B1",32652.9294397276,"Left","Arts","Steadfast"
"Male",67.1802395985342,1.88882269977163,74.02360198867,"B2",38887.4141407464,"Right","Arts","Inspirational"
"Male",68.8069512816436,1.60535905257596,68.0645870717108,"B1",53266.6331281034,"Right","Science","Dominant"
"Male",71.42740002403,1.56760297232098,64.6597561457456,"A1",64386.1145207831,"Right","Science","Inspirational"
"Female",70.8679834448981,1.67540353469398,64.3229787667092,"B1",52022.0191441861,"Right","Science","Dominant"
"Female",68.389906125187,1.69514703253928,69.5260028656064,"B2",47567.4446128461,"Right","Arts","Conscientious"
"Male",53.300460038335,1.53323983785918,72.6345173632651,"B2",42607.2769481224,"Right","Science","Steadfast"
"Female",77.7667674542688,1.74120503592485,70.604058534113,"A2",49749.5194376408,"Left","Arts","Steadfast"
"Male",58.3852462885222,1.48258017078326,76.6875779903564,"B1",44723.3484712393,"Left","Arts","Steadfast"
"Male",61.5570304505539,1.7264683549556,72.452537833326,"B2",44254.1385653858,"Left","Arts","Inspirational"
"Female",71.4183780930999,1.72763205094884,69.009714392395,"B1",50049.9104897878,"Right","Arts","Inspirational"
"Male",78.1105122603694,1.66269980262985,73.0042539745745,"A1",67804.1672893456,"Right","Arts","Conscientious"
"Male",62.7972604535385,1.58132441051521,66.6094214806904,"B2",49493.6227279223,"Left","Arts","Conscientious"
"Male",65.0327589487451,1.64307491034095,67.6020334296939,"B1",37713.6371043052,"Right","Science","Conscientious"
"Female",65.3830700738472,1.65629571529981,69.658585184208,"B2",59633.4418242216,"Left","Arts","Inspirational"
"Female",64.0024298999391,1.7742737019541,74.5961648552393,"A1",55076.7880670719,"Right","Arts","Conscientious"
"Male",63.8654184972274,1.59992923357317,67.9210163819419,"B1",70325.9550096805,"Left","Arts","Conscientious"
"Male",62.2305604630137,1.48363842800787,72.8844727635852,"B1",58538.624961831,"Left","Science","Dominant"
"Female",63.7953502939177,1.74535008540709,71.8939041477361,"A1",38568.0622062191,"Left","Science","Conscientious"
"Male",53.7479075994734,1.50984629741422,68.2542071089807,"A1",29737.8822921445,"Right","Science","Conscientious"
"Male",63.8995799784016,1.619713610124,75.8082213206982,"B1",55424.8050284797,"Left","Arts","Steadfast"
"Male",58.5193763319499,1.88311457106013,62.8406695205279,"A2",50562.0802071764,"Left","Science","Inspirational"
"Female",67.3301143775396,1.67024432523099,67.6249811329618,"A1",56246.2182397227,"Right","Arts","Inspirational"
"Female",56.8384045289857,1.61448050188229,66.0015643158253,"A2",45107.9187973197,"Left","Arts","Conscientious"
"Female",67.2613234701947,1.74287511762866,65.6507589837665,"B1",53743.825235949,"Right","Science","Inspirational"
"Female",67.2134182229158,1.65274591003137,71.9984844995496,"A1",52640.0581640454,"Left","Arts","Inspirational"
"Female",67.7737813308269,1.66314963392567,68.4308741480866,"A2",48966.2739299971,"Right","Science","Inspirational"
"Female",65.6004179834009,1.78661829439272,71.0645845295819,"A2",43061.5545236395,"Left","Arts","Inspirational"
"Female",66.36404478723,1.54665717235871,70.6464711298327,"A2",50523.1688037106,"Left","Arts","Inspirational"
"Male",57.1830364334676,1.77407185350452,67.6194953509341,"A2",37086.4658900462,"Left","Arts","Conscientious"
"Female",82.6902887632051,1.63681680467559,64.3269002413611,"B2",33223.1106441504,"Right","Science","Inspirational"
"Male",64.2688323913913,1.53380723577957,74.4793993442632,"A2",58426.2717203045,"Right","Science","Steadfast"
"Female",72.9748437674429,1.46038597396859,68.2646693458456,"B2",39527.7238751478,"Left","Science","Steadfast"
"Male",75.1027451030448,1.65450244268168,77.8192618556129,"A1",53700.1654465756,"Right","Science","Conscientious"
"Female",69.8586396567582,1.53792115286909,68.3516219510743,"B1",35183.8800153425,"Right","Science","Dominant"
"Female",60.1526914495635,1.67032976153009,72.1965094990943,"B2",56229.0344348962,"Left","Science","Inspirational"
"Male",67.4549028763318,1.74431190424441,73.1726342689094,"B2",37900.6667255504,"Left","Arts","Steadfast"
"Female",70.0971773296537,1.62412410789461,73.6238231432892,"B2",47985.8116878626,"Right","Science","Inspirational"
"Male",56.6955471673594,1.65031196280227,78.543502540573,"B1",54203.6155798243,"Right","Science","Inspirational"
"Female",70.1152793959065,1.62645945383622,68.3926656513914,"B1",45301.990715378,"Right","Science","Conscientious"
"Male",67.9939788682084,1.54770540424851,64.8356062561741,"A2",45130.7605032353,"Left","Science","Conscientious"
"Male",68.7502911450312,1.73237644051457,64.8030978552241,"B1",57383.9399126975,"Left","Arts","Inspirational"
"Female",58.6732407564509,1.71228951094407,64.1785445004187,"B1",31216.5610697191,"Right","Arts","Steadfast"
"Male",66.0065156246826,1.51866463157523,69.8706071093261,"A2",45086.4250460272,"Left","Arts","Steadfast"
"Female",68.5219903388942,1.68902874418427,67.6659528051089,"B2",49083.4587089628,"Left","Science","Dominant"
"Male",72.2490047253799,1.41800698250096,77.5297004129743,"B2",53885.5702824809,"Right","Science","Steadfast"
"Female",72.7670220425698,1.78226785270084,67.9061229622981,"B1",67306.1587433752,"Right","Science","Steadfast"
"Female",69.8770296992194,1.64450508687124,63.9130817196514,"B1",52789.8510592019,"Left","Science","Dominant"
"Female",69.085191121323,1.55424750742307,63.1535134881783,"B1",46104.4409725453,"Right","Arts","Dominant"
"Male",61.6442422935273,1.65636999810416,67.9820875859386,"A1",54957.0458493869,"Left","Arts","Dominant"
"Female",70.6011188099668,1.70654386470882,62.4683043861315,"B1",64312.5385775817,"Right","Arts","Inspirational"
"Male",62.6015255727339,1.64913123787598,69.3238884156314,"B2",44549.6717785216,"Right","Arts","Steadfast"
"Male",61.866036407172,1.66286991412062,76.0456261729791,"A1",49232.5816700608,"Right","Arts","Steadfast"
"Male",73.9159313518833,1.67413136177361,71.7904067598984,"B1",59234.1613238822,"Left","Science","Steadfast"
"Female",72.9873905921656,1.74839042325469,61.6770746530737,"A1",59596.2766048959,"Left","Science","Steadfast"
"Female",67.6576454399438,1.62045889984949,74.0085173172379,"B1",28159.1600028518,"Right","Science","Conscientious"
"Male",66.8500638181554,1.6734624342078,71.0082153511968,"B2",64960.4258691047,"Right","Arts","Conscientious"
"Male",66.161975570584,1.79707401233468,64.1134918653181,"B1",46600.8634557003,"Left","Arts","Conscientious"
"Male",69.6793312817939,1.60814828761727,67.3754061611856,"A1",61477.1822812692,"Left","Science","Inspirational"
"Female",59.4845423011478,1.6325424898862,64.9573007660642,"B2",31949.0576788442,"Left","Science","Dominant"
"Male",51.6705932642143,1.70302789921918,71.7901271752384,"A1",58237.8909544454,"Right","Arts","Steadfast"
"Female",58.8795740178666,1.75815853391958,70.2600313215868,"B2",58571.4654595436,"Left","Arts","Inspirational"
"Male",74.7832991853016,1.64352534278162,69.1679084472285,"B1",56523.2174116829,"Right","Science","Conscientious"
"Female",71.4068636339382,1.6061954315048,65.2713649743199,"A1",59049.2704613263,"Left","Arts","Conscientious"
